concentration (uM),100,50,25,12.5,6.25,3.13,1.56,0.78
mL,mAU,mAU,mAU,mAU,mAU,mAU,mAU,mAU
-0.007438,-0.029096,-0.05764,-0.02594,-0.08625,-0.040505,-0.089948,-0.091769,-0.091771
-0.006182,-0.424712,-0.955907,-0.565142,-1.052573,-1.009834,-1.2781,-1.268874,-1.308037
-0.004925,-0.429297,-0.971294,-0.581318,-1.052332,-1.009817,-1.287878,-1.278034,-1.321514
-0.003669,-0.432618,-0.982711,-0.593373,-1.052191,-1.009755,-1.29546,-1.284612,-1.331499
-0.002412,-0.435514,-0.991973,-0.603723,-1.051806,-1.010024,-1.30226,-1.289976,-1.339454
-0.001156,-0.438426,-1.000644,-0.61251,-1.051394,-1.010461,-1.308215,-1.2949,-1.347014
0.000101,-0.440672,-1.007352,-0.619631,-1.05062,-1.010664,-1.313011,-1.299445,-1.354081
0.001357,-0.443286,-1.007687,-0.61966,-1.05034,-1.010123,-1.315287,-1.303464,-1.360231
0.002614,-0.445089,-1.007492,-0.619132,-1.049836,-1.009953,-1.315412,-1.306946,-1.366429
0.00387,-0.446996,-1.007186,-0.618966,-1.049927,-1.009714,-1.315448,-1.310388,-1.371657
0.005127,-0.448943,-1.007204,-0.61902,-1.049471,-1.009713,-1.315398,-1.313526,-1.376824
0.006383,-0.45083,-1.007584,-0.618576,-1.048906,-1.009232,-1.315407,-1.316477,-1.381715
0.00764,-0.452723,-1.007429,-0.618247,-1.048661,-1.00872,-1.315878,-1.319474,-1.386047
0.008896,-0.454598,-1.007478,-0.617476,-1.048667,-1.008235,-1.31615,-1.32279,-1.390942
0.010153,-0.455434,-1.007808,-0.617853,-1.049064,-1.007746,-1.316122,-1.322206,-1.395888
0.011409,-0.454683,-1.008397,-0.616963,-1.050064,-1.007255,-1.316712,-1.321587,-1.400417
0.012666,-0.454006,-1.008687,-0.616659,-1.050913,-1.006136,-1.316317,-1.321168,-1.40164
0.013922,-0.453772,-1.008468,-0.615864,-1.051337,-1.005029,-1.31642,-1.320585,-1.402049
0.015179,-0.453482,-1.009088,-0.616449,-1.052746,-1.004135,-1.316981,-1.320838,-1.403076
0.016435,-0.453452,-1.009865,-0.61736,-1.054538,-1.003926,-1.31761,-1.321616,-1.404323
0.017692,-0.453668,-1.010519,-0.617788,-1.055876,-1.004304,-1.317698,-1.322171,-1.404949
0.018948,-0.45418,-1.011078,-0.617633,-1.056949,-1.00431,-1.317383,-1.322493,-1.404913
0.020205,-0.454318,-1.011193,-0.617302,-1.057316,-1.003653,-1.317396,-1.322676,-1.404937
0.021461,-0.454203,-1.010989,-0.617137,-1.057494,-1.003066,-1.317402,-1.322468,-1.405221
0.022718,-0.454171,-1.010766,-0.616998,-1.057894,-1.002004,-1.316864,-1.321774,-1.405382
0.023974,-0.453987,-1.010459,-0.616427,-1.057715,-1.001226,-1.315823,-1.320634,-1.405219
0.025231,-0.453805,-1.010077,-0.616135,-1.057958,-1.000955,-1.315055,-1.319773,-1.404788
0.026487,-0.453589,-1.009598,-0.615662,-1.057143,-1.000087,-1.314186,-1.318546,-1.404212
0.027744,-0.452832,-1.008785,-0.614738,-1.056797,-0.998589,-1.31348,-1.31807,-1.404005
0.029,-0.451927,-1.007909,-0.613876,-1.055964,-0.997854,-1.312698,-1.317641,-1.403921
0.030257,-0.45103,-1.006447,-0.61293,-1.054973,-0.996728,-1.31115,-1.316717,-1.403376
0.031513,-0.44946,-1.005545,-0.611902,-1.053933,-0.995111,-1.309906,-1.315147,-1.402463
0.03277,-0.4481,-1.00495,-0.610982,-1.052902,-0.993283,-1.308733,-1.313351,-1.40181
0.034026,-0.446849,-1.003987,-0.609909,-1.052077,-0.991445,-1.307701,-1.311709,-1.401465
0.035283,-0.445461,-1.002134,-0.608514,-1.050669,-0.989676,-1.306633,-1.310768,-1.399946
0.036539,-0.443445,-1.000901,-0.60736,-1.0481,-0.987969,-1.305222,-1.309838,-1.399005
0.037796,-0.441489,-0.99948,-0.606032,-1.046697,-0.986062,-1.304094,-1.308595,-1.397349
0.039052,-0.439634,-0.998339,-0.604182,-1.045041,-0.983374,-1.303151,-1.307573,-1.395494
0.040309,-0.43794,-0.997006,-0.602152,-1.042869,-0.980471,-1.302325,-1.306263,-1.393869
0.041565,-0.435695,-0.995149,-0.600942,-1.040909,-0.977522,-1.300937,-1.305147,-1.391751
0.042822,-0.4336,-0.992727,-0.598801,-1.038692,-0.975828,-1.299419,-1.303851,-1.389791
0.044078,-0.431454,-0.990861,-0.597039,-1.036396,-0.973591,-1.297673,-1.302131,-1.38763
0.045335,-0.429173,-0.989184,-0.594844,-1.034126,-0.971383,-1.295571,-1.300545,-1.385427
