concentration (uM),100,50,25,12.5,6.25,3.13,1.56,0.78
mL,mAU,mAU,mAU,mAU,mAU,mAU,mAU,mAU
0,-0.027673,-0.118718,-0.118651,-0.110377,-0.117231,-0.136235,-0.154209,-0.129686
0.001237,-0.905138,-1.722666,-1.647251,-1.615993,-1.684931,-1.872525,-2.174095,-1.882466
0.002473,-0.918712,-1.73818,-1.659881,-1.630217,-1.697441,-1.882867,-2.190588,-1.897993
0.00371,-0.928922,-1.750034,-1.669775,-1.640542,-1.706683,-1.890413,-2.202951,-1.910065
0.004946,-0.937285,-1.759367,-1.677774,-1.649495,-1.714513,-1.896564,-2.214154,-1.920555
0.006183,-0.944805,-1.767679,-1.684771,-1.657473,-1.721567,-1.902587,-2.223698,-1.9293
0.00742,-0.951233,-1.775518,-1.690922,-1.664743,-1.727981,-1.90782,-2.232456,-1.937422
0.008656,-0.954714,-1.780007,-1.697159,-1.664672,-1.733293,-1.909896,-2.234533,-1.939389
0.009893,-0.954672,-1.77987,-1.703213,-1.664305,-1.732556,-1.909912,-2.234092,-1.938882
0.01113,-0.954386,-1.77997,-1.708371,-1.663901,-1.731521,-1.909721,-2.234157,-1.938298
0.012366,-0.954565,-1.780309,-1.71314,-1.663024,-1.730956,-1.909752,-2.234143,-1.937729
0.013603,-0.954817,-1.780241,-1.718223,-1.663195,-1.730422,-1.909392,-2.234065,-1.937123
0.014839,-0.954554,-1.780535,-1.723598,-1.663651,-1.729538,-1.909411,-2.234166,-1.936205
0.016076,-0.954038,-1.780824,-1.728129,-1.663836,-1.729031,-1.90926,-2.234795,-1.935913
0.017313,-0.953246,-1.78031,-1.731922,-1.663906,-1.728321,-1.908764,-2.235395,-1.934814
0.018549,-0.952604,-1.780066,-1.732577,-1.663636,-1.727373,-1.908916,-2.235234,-1.933428
0.019786,-0.952906,-1.781028,-1.731913,-1.663587,-1.726829,-1.909052,-2.235299,-1.932204
0.021023,-0.952137,-1.781976,-1.73175,-1.663495,-1.726582,-1.909083,-2.236176,-1.931856
0.022259,-0.95176,-1.784058,-1.732716,-1.66453,-1.726843,-1.909961,-2.23815,-1.932713
0.023496,-0.952029,-1.786032,-1.733827,-1.666336,-1.727472,-1.911871,-2.24034,-1.934316
0.024732,-0.952304,-1.78731,-1.734721,-1.668134,-1.72818,-1.914117,-2.242054,-1.935487
0.025969,-0.952651,-1.788005,-1.735253,-1.66949,-1.728828,-1.915994,-2.243467,-1.935925
0.027206,-0.953143,-1.788297,-1.735379,-1.670482,-1.729175,-1.917738,-2.244915,-1.936459
0.028442,-0.953119,-1.788576,-1.736131,-1.671244,-1.729533,-1.919084,-2.245661,-1.936553
0.029679,-0.952427,-1.788394,-1.735882,-1.671326,-1.728911,-1.920257,-2.246728,-1.935985
0.030916,-0.951512,-1.787754,-1.735172,-1.67117,-1.728396,-1.920861,-2.247932,-1.935219
0.032152,-0.950757,-1.786651,-1.734258,-1.670826,-1.727608,-1.921934,-2.248257,-1.933612
0.033389,-0.949869,-1.786088,-1.733115,-1.669994,-1.726461,-1.92207,-2.248755,-1.932523
0.034625,-0.948703,-1.785442,-1.732388,-1.669658,-1.725376,-1.922047,-2.248897,-1.931778
0.035862,-0.947616,-1.784909,-1.731668,-1.669293,-1.724364,-1.922019,-2.249101,-1.93057
0.037099,-0.945929,-1.784104,-1.730615,-1.667966,-1.722877,-1.922149,-2.249143,-1.928972
0.038335,-0.944421,-1.783156,-1.729429,-1.66674,-1.720899,-1.922006,-2.248983,-1.927104
0.039572,-0.942482,-1.782286,-1.72778,-1.666093,-1.719355,-1.921481,-2.248877,-1.925423
0.040809,-0.940503,-1.78109,-1.726336,-1.664407,-1.717429,-1.921032,-2.248565,-1.923831
0.042045,-0.938552,-1.78006,-1.725208,-1.662521,-1.715797,-1.91999,-2.248105,-1.921913
0.043282,-0.936214,-1.77889,-1.723547,-1.660887,-1.714406,-1.919226,-2.246753,-1.920029
0.044518,-0.933577,-1.777385,-1.721878,-1.659139,-1.712774,-1.918404,-2.245507,-1.918039
0.045755,-0.930974,-1.776004,-1.720165,-1.657279,-1.71102,-1.917779,-2.244624,-1.916052
0.046992,-0.928432,-1.774334,-1.718201,-1.655352,-1.708785,-1.916969,-2.243081,-1.91353
0.048228,-0.926087,-1.772928,-1.716255,-1.653267,-1.706208,-1.916034,-2.241845,-1.910859
0.049465,-0.923236,-1.771489,-1.714179,-1.651317,-1.703618,-1.914666,-2.240788,-1.908024
0.050702,-0.920507,-1.770002,-1.711812,-1.649088,-1.700943,-1.913159,-2.239757,-1.904922
0.051938,-0.917028,-1.768381,-1.709341,-1.646395,-1.698043,-1.911504,-2.238187,-1.901578
