concentration (uM),100,50,25,12.5,6.25,3.13,1.56,0.78
mL,mAU,mAU,mAU,mAU,mAU,mAU,mAU,mAU
-0.007393,-1.891521,-0.128617,-0.171001,-0.072253,-0.131756,-0.15664,-0.149841,-0.164443
-0.006198,-1.919877,-1.696287,-2.226541,-1.962817,-1.817124,-2.078835,-2.115053,-2.225921
-0.005004,-1.920267,-1.702947,-2.232473,-1.973594,-1.831662,-2.086071,-2.130309,-2.23738
-0.003809,-1.920093,-1.707664,-2.236631,-1.981924,-1.842653,-2.091844,-2.14248,-2.246026
-0.002614,-1.919665,-1.711941,-2.240239,-1.988391,-1.851252,-2.096578,-2.152707,-2.253571
-0.001419,-1.919159,-1.715464,-2.243158,-1.993986,-1.859289,-2.100927,-2.16128,-2.260069
-0.000224,-1.918589,-1.718465,-2.245399,-1.999265,-1.866397,-2.104068,-2.169094,-2.266288
0.00097,-1.918633,-1.721519,-2.24822,-2.004852,-1.873204,-2.104553,-2.172215,-2.266801
0.002165,-1.919592,-1.721968,-2.249708,-2.009946,-1.879415,-2.103873,-2.172866,-2.266263
0.00336,-1.91952,-1.722144,-2.249616,-2.015014,-1.885101,-2.10356,-2.173094,-2.265354
0.004555,-1.919405,-1.721866,-2.249552,-2.019961,-1.890411,-2.103083,-2.172714,-2.265422
0.00575,-1.919296,-1.722212,-2.250018,-2.024352,-1.895732,-2.102423,-2.172674,-2.265119
0.006944,-1.919174,-1.722283,-2.25016,-2.028536,-1.900643,-2.101705,-2.172869,-2.264775
0.008139,-1.919178,-1.722293,-2.249875,-2.032408,-1.90432,-2.10138,-2.173004,-2.264766
0.009334,-1.919147,-1.722745,-2.249386,-2.034717,-1.905844,-2.100507,-2.172648,-2.264834
0.010529,-1.918623,-1.723027,-2.249056,-2.034716,-1.906135,-2.099417,-2.172109,-2.264569
0.011724,-1.918278,-1.722878,-2.248943,-2.034419,-1.90643,-2.098871,-2.171748,-2.26465
0.012919,-1.917089,-1.72268,-2.248562,-2.034132,-1.907174,-2.099417,-2.171536,-2.265994
0.014113,-1.916422,-1.722717,-2.248989,-2.034213,-1.908257,-2.100842,-2.172117,-2.268212
0.015308,-1.915474,-1.723283,-2.250634,-2.035436,-1.909596,-2.102115,-2.173481,-2.269862
0.016503,-1.915307,-1.724448,-2.251519,-2.036682,-1.910623,-2.102846,-2.174035,-2.270813
0.017698,-1.914852,-1.725372,-2.251683,-2.037678,-1.911173,-2.102734,-2.174757,-2.270877
0.018893,-1.914056,-1.726143,-2.251401,-2.038374,-1.911117,-2.102555,-2.175005,-2.271198
0.020087,-1.913446,-1.726013,-2.251185,-2.038687,-1.911096,-2.101778,-2.175045,-2.271203
0.021282,-1.91309,-1.726418,-2.251189,-2.039002,-1.910816,-2.101247,-2.174914,-2.271037
0.022477,-1.912602,-1.726353,-2.250726,-2.039675,-1.910519,-2.100637,-2.174614,-2.270235
0.023672,-1.911874,-1.72567,-2.250151,-2.039756,-1.910203,-2.099964,-2.17434,-2.269363
0.024867,-1.911281,-1.72517,-2.250015,-2.039664,-1.909714,-2.099099,-2.174088,-2.268756
0.026061,-1.911002,-1.724464,-2.24979,-2.038813,-1.90908,-2.098078,-2.173655,-2.268064
0.027256,-1.910018,-1.723581,-2.249389,-2.038638,-1.908527,-2.097214,-2.173016,-2.2672
0.028451,-1.909256,-1.722954,-2.248563,-2.038049,-1.908277,-2.096161,-2.171991,-2.266261
0.029646,-1.908437,-1.722524,-2.247697,-2.037543,-1.90758,-2.094903,-2.171251,-2.26585
0.030841,-1.907364,-1.721892,-2.246877,-2.036943,-1.907048,-2.093936,-2.171066,-2.265232
0.032036,-1.906389,-1.721373,-2.245703,-2.036448,-1.906547,-2.09259,-2.170127,-2.263849
0.03323,-1.905694,-1.721436,-2.244756,-2.036156,-1.905901,-2.091271,-2.168689,-2.261973
0.034425,-1.904889,-1.720688,-2.243523,-2.035723,-1.904982,-2.089974,-2.167797,-2.260051
0.03562,-1.904073,-1.720016,-2.2426,-2.035054,-1.903498,-2.088804,-2.166804,-2.258529
0.036815,-1.903474,-1.719162,-2.24192,-2.034221,-1.901557,-2.087626,-2.165766,-2.257012
0.03801,-1.90246,-1.718432,-2.241142,-2.033678,-1.900038,-2.08629,-2.164681,-2.254989
0.039204,-1.901827,-1.717915,-2.240232,-2.032306,-1.8987,-2.085104,-2.16346,-2.252408
0.040399,-1.900992,-1.717232,-2.239041,-2.030841,-1.897502,-2.083526,-2.16244,-2.248539
0.041594,-1.900122,-1.716397,-2.23751,-2.029591,-1.895913,-2.081444,-2.161487,-2.241017
0.042789,-1.899347,-1.715569,-2.236145,-2.028331,-1.894395,-2.079192,-2.159995,-2.229297
